Provincia di vendita,N. Reg. , Prodotto fitosanitario venduto*,"Quantità 
(Kg o litri)"
RO,17586,AXIAL ONE,942
RO,17597,,25.5
RO,17598,,32.7
RO,17598,AFINTO,13.32
RO,17600,INPUL,0.75
RO,17601,ANDROMEDA,426
RO,17605,BACK 100 SC,15
RO,17612,,282.75
RO,17612,RABONA,117.25
RO,17615,WARDEN EVO,27
RO,17633,TROLLER 50 SC,9.25
RO,17634,,1593
RO,17634,FRAXION,125
RO,17651,,445
RO,17651,METAREX ONE,405
RO,17655,,646
RO,17656,,63
RO,17656,BIOVIS,3
RO,17660,ACTIGAN EKO,200
RO,17661,PRESTIGAN EKO,10
RO,17665,,20
RO,17665,PYRUS PRO,91
RO,17666,,131
RO,17666,PROSARO PLUS,1110
RO,17671,,37
RO,17671,VENZAR SC,139
RO,17675,TUTATEC,0.13
RO,17680,GALILEO,406
RO,17687,ELTIRA,185
RO,17693,,20
RO,17693,HATTRICK 30 WG,170
RO,17697,SUPRACAFFARO FLOW,160
RO,17709,MIDAURIL R FLOW,228
RO,17730,CLIVIS MICRO,285
RO,17743,SHALLOW,356
RO,17744,CHOUCAS,99
RO,17745,PREDILECTO,4
RO,17746,,211
RO,17746,CLEMATIS,238
RO,17746,CLEMATIS LT. 1,9
RO,17749,,6
RO,17749,DRONE,29
RO,17751,PRAKTIS,369
RO,17752,,250
RO,17752,STAVENTO,322
RO,17754,REVYCARE,5588
RO,17754,REVYCARE LT. 1,24
RO,17754,REVYCARE LT. 5,10
RO,17760,NIRVANA,188.48
RO,17781,EUSKATEL,12
RO,17785,,103
RO,17785,ZORVEC ENTECTA,20.75
RO,17798,BOX,29.5
RO,17803,,243
RO,17803,CERERIS,43
RO,17805,,10
RO,17807,PARLEAF,652.5
RO,17807,PARLEAF LT. 2.5,22.5
RO,17808,ANTENE S,17
RO,17812,,12.6
RO,17813,NYMEO,1060
RO,17820,,60
RO,17824,,1385
RO,17824,MIRADOR TURBO,892
RO,17826,,3
RO,17826,DOMARK 125 PLUS,38
RO,17840,,400
RO,17840,OLIOCIN PLUS,25
RO,17847,CEDROZ,20
RO,17863,AFFLANK,1145
RO,17864,PHYTON,1.7
RO,17865,,69
RO,17865,RIAMBA,9
RO,17880,,73
RO,17888,,60.5
RO,17888,VOLIAM,540.05
RO,17889,SIMPLY,580
RO,17890,GEATER MAXI,4410
RO,17894,TRIKA ENERGY,450
RO,17896,FORTUNE DISPERSS,20850
RO,17897,MICRONOL ENERGY,80
RO,17912,CLAVITUS 13SL,1
RO,17913,,3643
RO,17913,BILOXA 120 EC,55
RO,17918,CORELLO 75 WG,37
RO,17920,,62
RO,17920,GHIBLI TM,178
RO,17921,,2591
RO,17921,BALAYA,226
RO,17923,ARNOS SC,3
RO,17924,STRALE 250 EC,439
RO,17931,,7
RO,17932,ORO-QUIN,410
RO,17938,,5005
RO,17938,CLINIC TF,5825
RO,17944,HOKONZA,239
RO,17945,LUMEO,133.2
RO,17946,,822
RO,17946,PEXET DUO,15
RO,17947,CODAL,1181.25
RO,17949,,30
RO,17951,,33
RO,17951,AUDACE SC,1773.61
RO,17952,PLANTIVAX SL,319
RO,17961,SOILGUARD 0.5 GR,470
RO,17976,MESOCORE 100 SC,9
RO,17979,VELIFER,10
RO,17984,KARATETRAP C,0.27
RO,17985,KARATETRAP B,0.19
RO,17998,,20
RO,18001,MIKONOS,20
RO,18011,OIZISA 480 SL,243
RO,18021,PECARI 300,435.5
RO,18022,,415
RO,18022,PROLINE PLUS,170
RO,18044,PATTON FLEX,1821
RO,18070,,868
RO,18070,JANERO 480 SL,104
RO,18072,,434
RO,18072,SONAVIO,122
RO,18074,,6650
RO,18074,ROUNDUP FUTURE,9883
RO,18081,,601
RO,18081,DIFECOL,229
RO,18082,SERCADIS SC,104.5
RO,18083,LIRONAS,1471
RO,18084,,17865
RO,18084,SITRIN,5
RO,18092,,606
RO,18092,REVYSTAR XL,2650
RO,18108,GLIALKA PLUS,2550
RO,18109,,3
RO,18109,KASKO MET,341
RO,18119,,1635
RO,18119,SINALA,64
RO,18125,ALLSTAR,57
RO,18131,MONTANA 450,680
RO,18133,TACOS,48
RO,18134,DOMARK CEREALI,1505
RO,18137,,100
RO,18137,REVYSION,1752
RO,18139,IRONITE PFNPE,60
RO,18143,QUESTAR,1717.5
RO,18147,AUDACE EC,76
RO,18148,BUGGY GOLD,10200
RO,18149,EXITUL,35
RO,18152,,617
RO,18155,REVYSTAR,10
RO,18156,APYZA WG,20
RO,18172,MIKONOS EVO,40
RO,18181,,623
RO,18181,UNIVOQ,4844
RO,18190,MODIF,18
RO,18206,,148.05
RO,18213,BACILLUS CHEMIA PFNPE,21.78
RO,18216,VITIKAPPA PFNPE,21.3
RO,18222,,22
RO,18222,FERRAMOL PFNPE,1782.05
RO,18223,NATRIA LUMACHICIDA PFNPE,5
RO,18224,,1000
RO,18224,SAPULI',3500
RO,18225,,1
RO,18225,SIMPELL,22.75
RO,18229,BAC MK PFNPE,6
RO,18232,BORDOFLOW NEW PFNPE,145.15
RO,18235,,3
RO,18235,CIOPPER PFNPE,31.6
RO,18239,FLIPPER PFNPE,4
RO,18241,IDRORAME FLOW PFNPE,10.5
RO,18242,,0.35
RO,18242,LEPINOX PLUS PFNPE,15.97
RO,18244,MOMENTUM PFNPE,7.7
RO,18245,,6
RO,18245,POLTIGLIA MANICA 20 WG PFNPE,62
RO,18251,TIOLENE PFNPE,30
RO,18253,VERDERAME 20 WG PFNPE,34.5
RO,18254,ZOLVIS 80 SECTOR PFNPE,51
RO,18256,NISUS 3B PFNPE,4
RO,18257,3LOGY PFNPE,1.3
RO,18259,BARBARIAN BIOGRADE 360 PFNPE,804.5
RO,18261,,1.5
RO,18261,BARCLAY GALLUP BIOGRADE 360 PFNPE,282.5
RO,18263,BIOLID UP PFNPE,111.3
RO,18266,COBRE NORDOX SUPER 75 WG PFNPE,2.4
RO,18267,CONTENDER 80 WG PFNPE,18.6
RO,18269,GLIFENE BIOGRADE PFNPE,389
RO,18270,,956.5
RO,18270,GLIPHOGAN TOP CL PFNPE,2263.5
RO,18274,NEMGUARD GRANULES PFNPE,0.25
RO,18277,,48
RO,18277,SHAMAL MK PLUS CL PFNPE,691.5
RO,18283,XEDAVIR PFNPE,2
RO,18284,,3
RO,18284,WANAX PFNPE,5.6
RO,18287,V-DIM 240 EC,7
RO,18292,YUKON,6750
RO,18299,DEED,138
RO,18304,CLOWN,1
RO,18310,,347
RO,18310,MELVAR,150
RO,18313,FERRONITE PFNPE,12
RO,18318,PRINCIPAL FORTE,57.68
RO,18332,LOGRADO 360 SL,223
RO,18369,,660
RO,18369,HALVETIC,810
RO,18379,STELLAR,1380
RO,18399,RISTER,2690
RO,18417,NIMBUS COMBI,16
RO,18425,PRECISE,15
RO,18445,PANTERA TOP,634
RO,18449,DIXY,1
RO,18459,FURY STAR,9410
RO,18490,BRIXTON,1121
RO,18495,KYLEO TOP,1065
RO,18525,,100
RO,18528,ORONDIS ULTRA VEG,66.5
RO,18530,WEEDMASTER PRO 540,2735
RO,18544,,1700
RO,18593,,6650
RO,18593,AF-X1 2024,2012.5
RO,18604,AURA 2024,75
RO,18606,EXIREL 2024,3
RO,18607,BENEVIA 2024,4
RO,18608,,15
RO,18608,VERIMARK 2024,50
RO,18619,SPEAR-LEP,40
RO,18674,,31570
RO,18674,D-D SOIL XIX,615
RO,18678,,400
RO,18714,,15
TV,13,,18500
TV,13,THIOPRON,149019
TV,13,THIOPRON DA 10 LT,40
TV,13,THIOPRON LT 10,150
TV,17,U 46 COMBI FLUID,1
TV,133,U 46 D-FLUID,1
TV,206,ALBENE,30
TV,599,ACUPRICO 76 WG,610
TV,619,VALGRAN,4
TV,747,,450
TV,747,ZOLFO SPRUZZABILE,1150
TV,909,POLISOLFURO DI CALCIO POLISENIO,25
TV,1155,,3
TV,1155,CHEMOL 90 EL,11
TV,1156,,35
TV,1156,CHEMOL,2474
TV,1156,CHEMOL LT 1,52
TV,1156,CHEMOL LT 25,375
TV,1156,CHEMOL LT 5,120
TV,1573,BASAMID GRANULAT,380
TV,1583,,98045
TV,1583,MICROTHIOL DISPERSS,735786
TV,1583,MICROTHIOL DISPERSS DA 15 KG,1545
TV,1583,MICROTHIOL DISPERSS KG 15,1590
TV,1850,IDRORAME FLOW,767
TV,1850,IDRORAME FLOW PFnPE,12
TV,1936,,9300
TV,1936,LIQUIZOL M,9720
TV,2191,WETTING PLUS,164
TV,2259,PASTA LUMACHICIDA IN GRANI,549
TV,2260,GASTROTOX E,1020
TV,2291,,35
TV,2291,ESCA REGINA N,99
TV,2307,,94
TV,2307,VECTOR,7384
TV,2518,,2
TV,2603,ESCACIDE,132
TV,2732,,170
TV,2732,GOLTIX,1
TV,2923,,1436
TV,2923,TIOVIT JET,6384
TV,2923,TIOVIT JET DA 1 KG,280
TV,2923,TIOVIT JET DA 25 KG,475
TV,2923,TIOVIT JET KG 1,86
TV,2923,TIOVIT JET KG 10,280
TV,2923,TIOVIT JET KG 25,925
TV,3065,OLIOCIN,4
TV,3102,OLEOTER,558
TV,3102,OLEOTER ML 500,3
TV,3132,SEPR-OIL PFNPE,0.75
TV,3182,,121
TV,3182,AFITIN L,23
TV,3343,,37
TV,3343,U46 M CLASS,1367
TV,3412,,3
TV,3412,SYLLIT 65,37
TV,3486,,2
TV,3486,TRISCABOL DG,50
TV,3503,,411
TV,3503,AGRUMIN,2776
TV,3503,AGRUMIN LT 1,10
TV,3553,,200
TV,3553,CURZATE,2503
TV,3553,CURZATE KG 1,61
TV,3658,SIPCAMOL E,0.75
TV,3745,METAM,0.8
TV,3767,,60
TV,3767,FENOXILENE 200,369
TV,4701,PIRIMOR 50,22
TV,4710,ALIETTE,6340
TV,4710,ALIETTE KG 1,3
TV,5152,,14720
TV,5152,TIOSPOR WG,67273
TV,5574,LUMAKIDIN 5G,50
TV,5574,LUMAKIDIN 5G KG 5,200
TV,6136,GERMON L,24.1
TV,6321,STIMOLANTE 66F,2.16
TV,6322,OBSTHORMON 24A,15
TV,6437,,3
TV,6437,ETHREL,1
TV,6556,K-OBIOL DP2,130
TV,6557,,3
TV,6834,,2940
TV,6834,TEPETA COMBI FLOW,3510
TV,6873,IDRORAME 193,5
TV,6945,TOPAS 10 EC,150
TV,6945,TOPAS 10 EC LT 1,1
TV,6956,TARGA FLO,1
TV,7020,,421
TV,7020,BAGNANTE CIFO,3796
TV,7053,PASTA CAFFARO NC,309
TV,7055,PASTA CAFFARO BLU,10
TV,7368,TURFENE L,461
TV,7401,POLTIGLIA CAFFARO 20 DF NEW,698
TV,7411,DIRAGER,0.5
TV,7483,DEVRINOL F,11
TV,7541,APOLLO SC,2
TV,7555,KLARTAN 20 EW,2
TV,7644,TENSIL,105
TV,7700,,11.8
TV,7700,MATACAR FL,58.2
TV,7736,ZOLFO SCORREVOLE TRIVENTILATO 95% S,8750
TV,7764,,9120
TV,7764,TIOLENE,13347
TV,7764,TIOLENE PFn PE,8
TV,7911,,1100
TV,7911,AIRONE EXTRA,8452
TV,7911,AIRONE EXTRA KG 1,3
TV,7911,AIRONE EXTRA KG 10,20
TV,7916,,13373
TV,7916,POLYRAM DF,96106.5
TV,7916,POLYRAM DF DA 2 KG,86
TV,7916,POLYRAM DF KG 2,92
TV,7919,,190
TV,7919,TOUCHDOWN,1090
TV,7922,,175
TV,7922,OPALENE FLUID,61
TV,7930,,77
TV,7930,KERB FLO,2629
TV,7961,RIZOLEX  GOLD,10
TV,7983,ZODIAC DFF,48
TV,7984,STRATOS,13
TV,8023,,116
TV,8023,SUMIALFA ECHO,1226
TV,8102,,181
TV,8102,MERPAN 80 WDG,1774
TV,8139,MANTA GOLD,9
TV,8146,,39
TV,8146,GALLERY,422
TV,8157,ZETARAM 20 L,2
TV,8184,CHALLENGE,326
TV,8225,BLUE SHIELD HI BIO,9540
TV,8229,BOLAS SC,3
TV,8259,,99
TV,8259,LAMDEX EXTRA,313
TV,8320,DELFIN,14
TV,8376,ARIANE II,78
TV,8376,ARIANE II LT 1,124
TV,8376,ARIANE II LT 5,90
TV,8498,FOLICUR WG,279.5
TV,8542,,216
TV,8542,FORUM 50 WP,2426
TV,8546,DANITRON,33
TV,8581,,3786
TV,8581,FOLIANE SC,5792
TV,8599,GOLD BEET,25
TV,8601,,19048
TV,8601,FOLPAN 80 WDG,86111
TV,8601,FOLPAN 80 WDG DA 1 KG,30
TV,8601,FOLPAN 80 WDG KG 1,17
TV,8601,FOLPAN 80 WDG KG 5,180
TV,8601,FOLPAN 80 WDG XDA 5 KG,185
TV,8656,,2376
TV,8656,GLIFENE HP,489
TV,8656,GLIFENE HP LT 5,5
TV,8706,AMID THIN W,2.5
TV,8715,DIRAMID,8
TV,8735,,2600.5
TV,8735,TREBON UP,8146.3
TV,8735,TREBON UP 0.5,14
TV,8735,TREBON UP DA 0.5 LT,4
TV,8735,TREBON UP ML 500,74
TV,8795,VERTIMEC EC,155
TV,8801,,124.25
TV,8801,SCORE 25 EC,1507.75
TV,8836,MIMIC,319
TV,8838,GERMON BEWURZELUNGSPUDER PER TALEE ,2.2
TV,8874,ETOFUM FL,2
TV,8882,,4
TV,8882,ULTRA FINE OIL,641
TV,8886,SAFARI,13.92
TV,8899,,1125
TV,8899,ZOLFO VENTILATO RAMATO 5%,6125
TV,8900,ZOLFO VENTILATO RAMATO 3%,100
TV,8934,,103
TV,8934,SCALA,104
TV,8937,,20
TV,8937,SHIRUDO,220.1
TV,9005,,229
TV,9005,AGIL,1958
TV,9005,AGIL DA 1 LT,2
TV,9005,AGIL LT 1,66
TV,9005,AGIL LT 5,185
TV,9010,RAMEZIN COMBI WG,70
TV,9012,CUPROCAFFARO MICRO,2042
TV,9126,CONCORDE COMBI,847
TV,9148,SYLLIT 400 SC,6
TV,9210,,885
TV,9210,QUADRIS,16098
TV,9210,QUADRIS LT 1,41
TV,9244,ZIRAMIT 76 WG,70
TV,9286,OHAYO,51
TV,9342,DELTRIN,6.5
TV,9371,PEAK GR 40,0.08
TV,9373,CHORUS,7
TV,9420,OSSIRAM 70 FLOW,10
TV,9422,,212
TV,9422,EVADE,1954.25
TV,9422,EVADE LT 1,95
TV,9422,EVADE LT 5,115
TV,9448,RIFLE 3-18 R BLU,397
TV,9449,EMERALD COMBI,151.5
TV,9509,PROMALIN NT,5
TV,9569,,39
TV,9569,ZETARAM 3B FL,590
TV,9575,DRIBBLING 240 EC,110
TV,9578,,381
TV,9578,SWITCH,5834.5
TV,9578,SWITCH DA  DA 1 KG,6
TV,9578,SWITCH DA 0.25 KG,0.75
TV,9578,SWITCH GR 250,0.75
TV,9578,SWITCH KG 1,43
TV,9627,SOLUTION 20 DISPERSS,7525
TV,9705,,2
TV,9705,PREVITER,1149
TV,9723,DE-SPROUT N,40
TV,9724,TIOWETTING DF,1126
TV,9757,SPYRALE,29
TV,9790,CONTATTO 320,43
TV,9800,,356.5
TV,9800,MAVRIK SMART,4972.5
TV,9800,MAVRIK SMART LT 0.15,4.95
TV,9800,MAVRIK SMART LT 1,4
TV,9843,,48
TV,9843,BASAGRAN SG,474
TV,9954,,317
TV,9954,JOKER,2837
TV,9954,JOKER LT 1,67
TV,9954,JOKER LT 5,40
TV,10048,KUMULUS TECNO,19325
TV,10117,,557
TV,10117,STRATOS ULTRA,11663
TV,10117,STRATOS ULTRA DA 5 LT,5
TV,10117,STRATOS ULTRA LT 1,40
TV,10117,STRATOS ULTRA LT 5,75
TV,10118,,14
TV,10118,AMISTAR,285
TV,10142,VERNOIL,100
TV,10158,PIREFLOR,656
TV,10161,,4
TV,10161,ORTIVA,636
TV,10175,SPORAMIL R FLOW,891
TV,10209,GLYFOS ULTRA,10
TV,10263,DRIVER,5
TV,10296,,3
TV,10305,,42
TV,10305,OIKOS,405
TV,10306,MISTRAL,335
TV,10350,BLAST SG,108
TV,10357,RIGRON SG,18
TV,10381,CONCORDE 40 EW,834
TV,10415,ARIC 480 L.S.,66
TV,10423,,8
TV,10423,LUMACHICIDA VEBI,56
TV,10423,LUMACHICIDA VEBI KG 5,125
TV,10425,SCUDEX,133
TV,10439,,8
TV,10439,SPRAY DUNGER GLOBAL,587
TV,10461,DICOTURF,15
TV,10474,TERDIM,235
TV,10479,,1215
TV,10479,NATURALIS,614
TV,10573,,250
TV,10573,KOCIDE 2000,11625
TV,10573,KOCIDE 2000 DA 1 KG,8
TV,10577,,3
TV,10577,METRIPHAR 70 WG,151
TV,10577,METRIPHAR 70WG,18.5
TV,10585,,65
TV,10585,SULCOTREK,895
TV,10588,,339
TV,10588,BIOPIREN PLUS,1556
TV,10604,,165
TV,10604,EMERALD 40 EW,1102
TV,10604,EMERALD 40 EW PFNPE,2.5
TV,10627,FRUPICA,3
TV,10632,,60
TV,10632,COBRE NORDOX SUPER 75 WG,424.2
TV,10671,CUAGRO HI BIO,34920
TV,10701,,480
TV,10701,CUMETA FLOW,9502
TV,10734,,284
TV,10734,DUAL GOLD,4493
TV,10734,DUAL GOLD LT 1,95
TV,10734,DUAL GOLD LT 5,165
TV,10735,,84
TV,10735,PRIMAGRAM GOLD,1513
TV,10735,PRIMAGRAM GOLD LT 1,65
TV,10735,PRIMAGRAM GOLD LT 20,180
TV,10735,PRIMAGRAM GOLD LT 5,85
TV,10741,,180
TV,10741,METACINQUE,2004
TV,10741,METACINQUE KG 1,68
TV,10771,,406
TV,10771,MOST MICRO,3812
TV,10771,MOST MICRO LT 1,21
TV,10771,MOST MICRO LT 5,210
TV,10816,PIRETRO GARDEN PFnPO,42
TV,10890,FLiPPER,1607.4
TV,10926,ALTOREX,273
TV,10929,,94.9
TV,10929,CHIKARA 25 WG,56.7
TV,10929,CHIKARA 25 WG GR 50,0.5
TV,10944,,18
TV,10944,KARATE ZEON,457.75
TV,10948,VITISAN WG,30.5
TV,10976,,191
TV,10976,METEOR,5666.75
TV,10976,METEOR LT 1,3
TV,10999,BETANAL SE,36
TV,11011,,83
TV,11011,DASH HC,1412
TV,11011,DASH HC LT 1,6
TV,11011,DASH HC LT 5,15
TV,11040,,250
TV,11041,METIX COMBI KG 1,5
TV,11041,METIX COMBI KG 10,30
TV,11044,TUREX,14
TV,11059,BIOPOWER,194
TV,11062,BION 50 WG,71
TV,11070,TIOGOLD DISPERSS,350310
TV,11102,,27930
TV,11102,HELIOSOUFRE S,11999
TV,11107,,9
TV,11107,ECO-TRAP,4
TV,11119,,401.8
TV,11119,FLINT,3052.6
TV,11119,FLINT DA 1 KG,1
TV,11120,ZENITH,65
TV,11133,,231.5
TV,11133,SHELTER,7020
TV,11133,SHELTER DA 0.5 KG,8.5
TV,11133,SHELTER GR 500,2.5
TV,11150,,1225
TV,11183,PROGERBALIN LG,4.5
TV,11196,SULFAR,20
TV,11197,,773
TV,11197,VITENE 45 WG,615
TV,11206,,22.5
TV,11206,CODACIDE,5263.35
TV,11206,CODACIDE DA 2.5 LT,5
TV,11206,CODACIDE LT 10,130
TV,11206,CODACIDE LT 2.5,55
TV,11243,,219
TV,11243,LEOPARD 5 EC,5534
TV,11252,LALSTOP Contans WG,216
TV,11253,CALLISTO,12
TV,11255,DIVAM FLOW,715
TV,11257,COSTAR WG,402
TV,11257,COSTAR WG GR 750,1.5
TV,11258,FAZOR STAR,80
TV,11299,OKLAHOMA,94
TV,11341,,57
TV,11341,STARANE GOLD,2439
TV,11341,STARANE GOLD DA 1 LT,9
TV,11353,,187
TV,11353,FUSILADE MAX,866
TV,11359,SARCAP 800,75
TV,11393,BEETLE,45
TV,11402,MELODY COMBI,345
TV,11416,OVIPRON TOP,2
TV,11448,KICKER,2
TV,11449,GARDOPRIM GOLD,1150
TV,11479,BRANCHER DIRADO,21
TV,11497,CRITTOVIT WG,3325
TV,11501,PARIFOL,494
TV,11505,,7
TV,11505,READY GERMIPLUS,678.65
TV,11505,READY GERMIPLUS KG 7,1260
TV,11523,SEPRADINA 400 SC,13
TV,11525,FUNGIDINA 400 SC,3
TV,11526,,8
TV,11526,SULTAN,339
TV,11549,ISOMATE OFM ROSSO FLEX,16.6
TV,11552,ISOMATE C TT,3.75
TV,11561,,1
TV,11561,NEEMAZAL T/S,61
TV,11569,,10
TV,11569,CUPROXAT S.D.I.,469
TV,11619,TIOFLOR WDG,199
TV,11637,,5011
TV,11637,CUPROFIX C DISPERSS,460
TV,11649,COMMAND 36 CS,122.8
TV,11654,,97
TV,11654,VERIN,5
TV,11678,ACTELLIC 2/P NEWPHARM,16
TV,11687,ACTELLIC 5 NEWPHARM,5
TV,11690,,1
TV,11693,,5.5
TV,11693,LASER,123.75
TV,11711,MEXIRAM HI BIO,510
TV,11711,MEXIRAM HI BIO KG 10,30
TV,11735,DELICIA CONTRA-LUMACHE,7
TV,11760,,3500
TV,11760,POLITHIOL,26620
TV,11767,BIG MAIS,1
TV,11779,KOP-TWIN,2273
TV,11786,AQ 10 WG,4.79
TV,11793,,28.5
TV,11793,XENTARI WG,24
TV,11852,SEVEN PFNPE,0.28
TV,11857,,1120
TV,11857,MIDAURIL COMBI,2480
TV,11862,LOBBY,7
TV,11872,RIFLE 3-18-R,191
TV,11908,VENTUREX 400 SC,19
TV,11908,VENTUREX 400 SC LT 1,24
TV,11908,VENTUREX 400 SC LT 5,195
TV,11964,POLTIGLIA CAFFARO 20 GD,1010
TV,11991,NEEMIK TEN,5
TV,11999,,1735
TV,11999,BUSSOLA WG NC,14355
TV,12010,TUAREG,20
TV,12025,GERBATHIN 2 LG,5
TV,12037,CAMIX,245
TV,12041,,361
TV,12043,PREVICUR ENERGY,97
TV,12043,PREVICUR ENERGY LT 1,15
TV,12043,PREVICUR ENERGY LT 5,35
TV,12044,CURZATE SYSTEM,1010
TV,12044,CURZATE SYSTEM DA 2.5 KG,10
TV,12048,TIOSOL 80 WG,3770
TV,12078,METALIM,144
TV,12096,,17131
TV,12096,POLTIGLIA DISPERSS,75774
TV,12096,POLTIGLIA DISPERSS DA 15 KG,75
TV,12096,POLTIGLIA DISPERSS KG 15,675
TV,12100,,11
TV,12100,ASSET DUO,77
TV,12106,,189
TV,12106,TALENDO,1421
TV,12114,AUXIGER LG,27.3
TV,12133,JUVINAL GOLD,4
TV,12149,GERBA 4 LG,8
TV,12156,MAKE UP 80 WDG,4
TV,12170,,10115
TV,12170,HELIOCUIVRE,8153
TV,12172,FERRAMOL,153
TV,12225,,12
TV,12225,TEPPEKI,35.48
TV,12285,,314
TV,12285,FORUM GOLD,3533
TV,12319,KRONOS,342
TV,12375,SUGAR 500 SC,90
TV,12381,,325
TV,12381,NU-FILM-P,1575
TV,12437,DELAN 70 WG,308
TV,12452,EQUIP,32
TV,12453,,30
TV,12453,MILDICUT,5689
TV,12482,,370
TV,12482,LUMAX,8000
TV,12482,LUMAX LT 20,1040
TV,12482,LUMAX LT 5,330
TV,12489,,3
TV,12528,,10
TV,12528,CABRIO TOP,4770
TV,12528,CABRIO TOP KG 1,4
TV,12528,CABRIO TOP KG 3,3
TV,12529,,97
TV,12529,TUCANA 25 EC,425
TV,12529,TUCANA 25 EC DA 1 LT,6
TV,12529,TUCANA 25 EC LT 1,2
TV,12534,,7
TV,12534,FOXTAIL,469.75
TV,12534,FOXTAIL PFNPE,0.5
TV,12548,XANILO 45 WG,317.5
TV,12566,,765.05
TV,12566,PYGANIC 1.4,811
TV,12590,DIASTAR MAXI,4190
TV,12622,,1.5
TV,12622,QUANTUM,1.5
TV,12625,EFUZIN 400 SC,1
TV,12647,GLITTER,191
TV,12647,GLITTER LT 1,18
TV,12647,GLITTER LT 5,145
TV,12662,METAFOL 700 SC,55
TV,12662,METAFOL 700SC,670
TV,12669,ARBIOGY,6
TV,12671,,202.82
TV,12671,HARMONY 50 SX,95.82
TV,12671,HARMONY 50 SX DA 16 GR,0.02
TV,12671,HARMONY 50 SX GR 10,3.06
TV,12671,HARMONY 50 SX GR 20,0.58
TV,12690,SPRUZIT INSETTICIDA CONCENTRATO PFn,0.84
TV,12691,SPRUZIT INSETTICIDA PRONTO USO PFnP,6
TV,12706,PERMIT,0.45
TV,12737,,5419
TV,12737,AIRONE PIU',16758
TV,12738,KING 360 HP,1761
TV,12748,GRIFON PIU',11815
TV,12754,,24
TV,12754,VERDRAM HI BIO,2031
TV,12756,,34
TV,12756,DICOTEX,417
TV,12759,OSSICLOR 35 WG,435.5
TV,12763,PYGRAIN,0.1
TV,12768,SPINTOR FLY,114.5
TV,12770,ALAR 85 GOLD,102
TV,12779,RAMEDIT COMBI WG,130
TV,12792,MAGIC TANDEM,432
TV,12806,FEDOR,710
TV,12828,SITOFEX,148
TV,12831,INSIGNIA,33
TV,12835,,88.21
TV,12835,ISONET LE,121.95
TV,12836,ISONET Z,3.3
TV,12859,BORNEO,2.5
TV,12860,MILBEKNOCK,14
TV,12862,,61
TV,12862,CANTUS,334
TV,12866,COLLIS,5
TV,12868,BELLIS,72
TV,12869,,71
TV,12869,SIGNUM,2254
TV,12873,FANTIC F WG,890
TV,12878,,7889
TV,12878,FOLPAN GOLD,40427
TV,12878,FOLPAN GOLD KG 1,40
TV,12878,FOLPAN GOLD KG 5,95
TV,12883,,2378
TV,12883,PROSPER 300 CS,7366
TV,12883,PROSPER 300 CS LT 1,9
TV,12886,,1682
TV,12886,KARATHANE STAR,17912
TV,12886,KARATHANE STAR DA 1 LT,14
TV,12888,,80
TV,12888,LEPINOX PLUS,128.3
TV,12889,AVOGADRO,13.2
TV,12916,SACRON 45 W,2067.5
TV,12933,,255
TV,12940,,11
TV,12940,KARATE ZEON 1.5,478.5
TV,12940,KARATE ZEON 1.5 ML 500,12.5
TV,12949,AZUPEC 80 WG,5321
TV,12960,STARPROP,12
TV,12961,HEREU,75
TV,12994,VIVER ELITE WG,305.5
TV,13012,,3355
TV,13012,FOLVIT 80 WDG,47749
TV,13012,FOLVIT 80 WDG DA 1 KG,20
TV,13012,FOLVIT 80 WDG KG 1,10
TV,13012,FOLVIT 80 WDG KG 5,30
TV,13018,,103
TV,13018,GONDOR,54
TV,13020,MICRORAM 35 WG,100
TV,13061,,133
TV,13061,BIOBIT DF,166
TV,13064,,3736
TV,13064,VITENE ULTRA SC,20276
TV,13064,VITENE ULTRA SC DA 1 LT,5
TV,13065,,670
TV,13065,DOMARK 125,130.75
TV,13068,NEORAM WG,260
TV,13084,,110
TV,13084,TELDOR PLUS,1018
TV,13093,,120
TV,13093,STOMP AQUA,14168
TV,13093,STOMP AQUA LT 1,89
TV,13093,STOMP AQUA LT 5,60
TV,13098,,200
TV,13098,ROUNDUP POWER 2.0,1401
TV,13104,ALGOR PLATIN,140
TV,13106,,86
TV,13106,IKANOS,704
TV,13108,CURAME BORDEAUX,138
TV,13116,MEDOR 35 CLASS,11
TV,13120,,24
TV,13120,MYSTIC 430 SC,96
TV,13126,CABRIO DUO,233
TV,13127,VALIS F,1439
TV,13149,,6
TV,13149,POLTIGLIA MANICA 20 WG,460.5
TV,13150,CURAME 25 WG,11
TV,13152,OPTIX R DISPERSS,7321
TV,13154,,18
TV,13154,MONDAK 480 S,38
TV,13156,CAMBEL 480 S,10
TV,13158,,17
TV,13158,REMEDIER,921
TV,13159,PRIMIAL,177
TV,13160,,2153
TV,13160,FORUM TOP,31314
TV,13160,FORUM TOP KG 5,65
TV,13168,,98
TV,13168,LAUDIS,1463
TV,13179,PLAYER COMBI SC,47
TV,13205,,200
TV,13205,ZOLFO MANICA SCORREVOLE DOPPIO RAFF,775
TV,13211,,925
TV,13211,ZOLFO VENTILATO SCORREVOLE 96%,675
TV,13213,,906
TV,13213,R6 ERRESEI ALBIS,53
TV,13218,FINALSAN PLUS,250
TV,13236,,3
TV,13236,BULLET,266
TV,13236,BULLET LT 1,80
TV,13236,BULLET LT 5,120
TV,13242,,147
TV,13242,NICOGAN V.O.,3317.5
TV,13244,,225
