"Prodotti fitosanitari venduti nell'anno 2022
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2022, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
RO;16832;;24
RO;16833;;3.660,00
RO;16833;PANTOX 360 SUPER;16.704,00
RO;16833;PANTOX 360 SUPER LT. 20;440
RO;16833;PANTOX 360 SUPER LT. 5;105
RO;16835;RAVANE PLUS 100 CS;7
RO;16836;STALLION IT SYNC;695
RO;16841;;30
RO;16843;;960
RO;16846;;58,2
RO;16846;VESTICOR;205,7
RO;16857;SHORTTRACK;27
RO;16867;;12
RO;16867;GLISTER STAR;5.594,00
RO;16868;PACIFICA XPERT;112
RO;16886;;97,75
RO;16886;CLOSER;421,27
RO;16886;CLOSER PFnPE;9,31
RO;16890;WEEDMASTER 540;850
RO;16891;CAPRENO;2
RO;16892;NEXY;0,73
RO;16895;;104,76
RO;16895;ZORVEC ENICADE;15,75
RO;16896;;5
RO;16896;ZORVEC ZELAVIN;0,8
RO;16902;;455
RO;16902;AVIATOR XPRO;1.468,00
RO;16904;;581
RO;16904;KIDEKA 100 SC;375
RO;16906;GHIBLI PLUS;1
RO;16916;BUGGY G;40
RO;16917;LOGRADO PLUS;882
RO;16925;WISH TOP;53
RO;16939;;68
RO;16945;;282,3
RO;16945;SERCADIS;149,1
RO;16946;DARAMUN;83
RO;16957;;99
RO;16957;ZORVEC VINABRIA;15
RO;16962;AMPERA;150
RO;16963;AVENOX 240;109
RO;16963;AVENOX 240 ML. 250;0,25
RO;16968;PENDINOVA;31
RO;16974;GALLUP 360-K;2.700,00
RO;16976;VITIKAPPA;205
RO;16988;;3.170,00
RO;16988;NAIF;1.560,00
RO;17003;;526
RO;17003;PRIAXOR;471
RO;17005;CLOMATE;272
RO;17006;MONCUT;40
RO;17010;TIXAL TRI;10
RO;17014;;57,5
RO;17014;DELEGATE WDG;115,7
RO;17020;NORIOS;20
RO;17023;RIVIERA R WG;2
RO;17024;;2
RO;17026;;1.070,00
RO;17038;;555
RO;17038;TUAREG NEW;5.870,00
RO;17049;VOYAGER;9
RO;17058;;20
RO;17058;ROMEO;152,3
RO;17060;DERBY;147
RO;17066;;87
RO;17066;PRAXIM;73
RO;17075;;5,01
RO;17076;;319
RO;17076;GAZELLE;1.099,00
RO;17078;;280
RO;17078;QUANTUM L;255
RO;17079;;5.330,00
RO;17079;FORCE EVO;10.410,00
RO;17081;CUPROSSIL IDRO NEW 20 WG;165
RO;17091;CHAMP 20 WG;50
RO;17099;ZAKEO 250 SC;243
RO;17107;;55
RO;17111;FLOVINE;10
RO;17112;;2
RO;17112;DIFCOR;14
RO;17115;;519
RO;17115;ZETROLA;3.566,00
RO;17116;;2.502,00
RO;17116;ACTIVUS ME;1.545,00
RO;17116;ACTIVUS ME LT. 1;8
RO;17116;ACTIVUS ME LT. 5;20
RO;17117;;510
RO;17117;MITOR;65
RO;17121;;26,4
RO;17121;ATLANTIS ACTIV;4,64
RO;17125;;8
RO;17128;JURA EC;260
RO;17129;COSAVET FLOW;10
RO;17137;;680
RO;17137;VYDATE 10G;1.330,00
RO;17141;SELECTRUM;5
RO;17149;AZ 250 SC;9
RO;17165;WASAN;63
RO;17178;;250
RO;17178;TOTAL GREEN L;1.078,00
RO;17204;;20
RO;17205;;9
RO;17205;CIDIAL;2
RO;17209;;249
RO;17209;DAVAI;1.651,00
RO;17209;DAVAI LT. 1;18
RO;17211;GENKOTSU;2
RO;17212;ISERAN;182
RO;17222;;355
RO;17222;CURBATUR EC 250;1.013,00
RO;17226;;42,68
RO;17226;CHECKMATE PUFFER FRUIT MULTI;22,1
RO;17234;MAYA 70 WG;74,5
RO;17242;NEXTER 10 SC;15
RO;17248;;6
RO;17248;ZORVEC VINABEL;52
RO;17252;;6
RO;17261;POKER GEO;9.900,00
RO;17265;;177
RO;17265;FILDER 500 SC;3
RO;17268;;20
RO;17270;;121
RO;17270;ASCRA XPRO;300
RO;17272;;9
RO;17272;SERIFEL;29
RO;17275;NOTO CLASS;1.555,00
RO;17284;;3.260,00
RO;17284;RODEO PLUS;450
RO;17293;DIAGONAL;1
RO;17294;;6,3
RO;17299;IMPROVE;6
RO;17301;;57
RO;17301;DESMON;363
RO;17304;KAN-DOO;676
RO;17319;;471
RO;17319;FOXPRO;210
RO;17320;SENIOR 75 WG;88
RO;17320;SENIOR 75 WG KG. 1;3
RO;17326;BELEM PRO;312
RO;17337;;11
RO;17340;APHOX 50;297,5
RO;17343;ALTER 80;4
RO;17346;EXOSET 240 EC;1.775,60
RO;17355;;1,05
RO;17358;BLAISE ULTRA;1.859,00
RO;17360;;69
RO;17360;MAGO;1.557,00
RO;17366;LOYANT 25 Neo EC;545,9
RO;17369;;239
RO;17369;ECOMIX;57
RO;17369;ECOMIX LT. 1;9
RO;17371;;40
RO;17372;COPRANTOL 30 WG;20
RO;17377;;29,28
RO;17377;REFINE SX;40,01
RO;17378;;415,8
RO;17378;GACHINKO;54
RO;17387;WARDEN C;63
RO;17389;SHARK PF;51
RO;17398;DOMITREL 400 CS;368
RO;17403;BLOSSOM PROTECT NEW;7,5
RO;17409;XINTECH 50;69
RO;17411;ATONIK;14
RO;17412;KANTIK;597
RO;17421;;10
RO;17421;AGRIZOLE 250;10
RO;17422;;200
RO;17432;;177
RO;17434;;5
RO;17434;CARNIVAL FOUR;876
RO;17451;TEKKEN;628
RO;17452;TARCAN;111
RO;17453;GALILEO DUO;2
RO;17454;;9
RO;17454;ENCARIT;327
RO;17455;PALIO;76,5
RO;17462;ORONDIS VEG;3,75
RO;17469;;1,5
RO;17470;LIMOCIDE;90
RO;17472;;2.593,00
RO;17472;JADE;3.971,00
RO;17472;JADE LT. 1;28
RO;17472;JADE LT. 5;15
RO;17478;EMPIRE;20
RO;17496;;502
RO;17496;OPTIMO WG;5
RO;17497;CALDERA;347
RO;17498;PULSAR EVO;50
RO;17503;;360
RO;17503;BORDOLESE 20;10
RO;17507;;11
RO;17508;;1.935,00
RO;17508;POLYCOM 70 DF;2.225,00
RO;17512;DELTATHRIN;112
RO;17512;DELTATHRIN LT. 1;12
RO;17513;METREX;11,5
RO;17531;MEXIL R FLOW;35
RO;17548;ENELSE;28
RO;17551;CYPERFOR 100 EW;4
RO;17552;COLUMBO PRO;372
RO;17598;;19,54
RO;17598;AFINTO;35,5
RO;17600;INPUL;1
RO;17601;ANDROMEDA;138
RO;17612;;232,5
RO;17612;RABONA;75
RO;17633;TROLLER 50 SC;10
RO;17634;;850
RO;17655;;582
RO;17656;BIOVIS;173
RO;17657;EXTASE R;85
RO;17675;TUTATEC;0,77
RO;17680;;150
RO;17680;GALILEO;159
RO;17683;MALLEN;20
RO;17693;HATTRICK 30 WG;125
RO;17705;SUPERBO 18 EC;54
RO;17739;PLAYER DUO;365
RO;17744;CHOUCAS;32
RO;17745;PREDILECTO;27
RO;17746;;341
RO;17746;CLEMATIS;101
RO;17746;CLEMATIS LT. 1;11
RO;17749;;243
RO;17749;DRONE;12
RO;17751;PRAKTIS;161
RO;17754;;2.259,00
RO;17754;REVYCARE;2.015,00
RO;17760;;0,88
RO;17797;FENERGY SC;10
RO;17798;BOX;4
RO;17807;;377,5
RO;17807;PARLEAF;307,5
RO;17807;PARLEAF LT. 2,5;25
RO;17813;NYMEO;1.195,00
RO;17824;MIRADOR TURBO;280
RO;17826;;3
RO;17826;DOMARK 125 PLUS;169
RO;17840;;950
RO;17840;OLIOCIN PLUS;325
RO;17864;PHYTON;4,4
RO;17880;;21
RO;17888;;92,4
RO;17888;VOLIAM;25,5
RO;17894;TRIKA ENERGY;660
RO;17896;;7.110,00
RO;17896;FORTUNE DISPERSS;11.265,00
RO;17913;;1.310,00
RO;17920;GHIBLI TM;453
RO;17924;;276
RO;17924;STRALE 250 EC;312
RO;17945;LUMEO;42,6
RO;17947;CODAL;187,5
RO;17951;AUDACE SC;1.017,00
RO;17952;PLANTIVAX SL;39
RO;18016;;1.037,50
RO;18016;AF-X1 2022;7.000,00
RO;18017;;642
RO;18017;REVYSION PERO 2022;578
RO;18034;GEOCLEAN ORTO;1.220,00
RO;18043;VIBALLA SF1;9
RO;18049;;1.217,00
RO;18049;REVYSTAR XL BEET;1.428,00
RO;18052;;10
RO;18052;VERIMARK 2022 b;20
RO;18058;TELONE II 2022 B;4.800,00
RO;18059;DIGEO XVI;540
RO;18060;GEOCLEAN ORTO 2;1.640,00
RO;18061;D-D SOIL XVI;4.100,00
RO;18062;;35.465,00
RO;18073;;10
RO;18073;ENOVIT METIL 01;20
RO;18094;;320
RO;18094;ENOVIT METIL 02;590
TV;13;;12.380,00
TV;13;THIOPRON;114.550,00
TV;13;THIOPRON LT 10;10
TV;17;U 46 COMBI FLUID;1
TV;133;U 46 D-FLUID;264
TV;206;;3.095,00
TV;206;ALBENE;15
TV;298;CUPRIN;20
TV;599;ACUPRICO 76 WG;410
TV;599;ACUPRICO 76 WG KG 5;20
TV;619;VALGRAN;5
TV;909;;100
TV;909;POLISOLFURO DI CALCIO POLISENIO;285
TV;1155;;37
TV;1156;;35
TV;1156;CHEMOL;3.443,00
TV;1156;CHEMOL DA LT. 1;2
TV;1156;CHEMOL LT 1;47
TV;1156;CHEMOL LT 25;50
TV;1156;CHEMOL LT 5;70
TV;1179;KUMULUS DF KG 25;50
TV;1573;;160
TV;1573;BASAMID GRANULAT;160
TV;1583;;60.333,00
TV;1583;MICROTHIOL DISPERSS;198.218,00
TV;1583;MICROTHIOL DISPERSS KG 15;555
TV;1850;;460
TV;1850;IDRORAME FLOW;639
TV;1850;IDRORAME FLOW PFnPE;11
TV;1936;;11.990,00
TV;1936;LIQUIZOL M;14.330,00
TV;2191;WETTING PLUS;675
TV;2259;PASTA LUMACHICIDA IN GRANI;8
TV;2272;SILLIM PFnPE;20
TV;2291;;21
TV;2291;ESCA REGINA N;130
TV;2291;ESCA REGINA N PFnPE;2.121,50
TV;2291;ESCA REGINA N PFnPE KG 1;240
TV;2291;ESCA REGINA N PFnPE KG 5;200
TV;2307;VECTOR;5.102,00
TV;2353;;15
TV;2353;BONALAN;1.295,00
TV;2353;BONALAN LT 1;31
TV;2353;BONALAN LT 5;65
TV;2732;;100
TV;2732;GOLTIX;46
TV;2923;;1.133,00
TV;2923;TIOVIT JET;64.096,00
TV;2923;TIOVIT JET DA KG. 1;163
TV;2923;TIOVIT JET DA KG. 25;300
TV;2923;TIOVIT JET DA KG.10;630
TV;2923;TIOVIT JET KG 1;46
TV;2923;TIOVIT JET KG 10;160
TV;2923;TIOVIT JET KG 25;1.525,00
TV;2940;LIMACIDE PELLETS;35
TV;2940;LIMACIDE PELLETS PFnPE;22,5
TV;2995;ESCARTOX;5,5
TV;3065;OLIOCIN;100
TV;3065;OLIOCIN PFnPE;64
TV;3102;;1.436,50
TV;3102;OLEOTER;977
TV;3102;OLEOTER PFnPE;386,85
TV;3102;OLEOTER PFnPE ML 500;108
TV;3132;SEPR-OIL;1,5
TV;3132;SEPR-OIL 500 ML;36
TV;3132;SEPR-OIL PFnPE;149,75
TV;3182;AFITIN L;10
TV;3343;U46 M CLASS;765
TV;3411;AMADENE;9,5
TV;3411;AMADENE PFnPE;0,5
TV;3412;;7
TV;3412;SYLLIT 65;17
TV;3486;;10
TV;3486;TRISCABOL DG;39
TV;3503;;291
TV;3503;AGRUMIN;4.630,00
TV;3503;AGRUMIN LT 20;20
TV;3553;CURZATE;153
TV;3640;CUPROSTAR;1.595,00
TV;3754;BAGNANTE SARIAF;3
TV;3767;;3
TV;3767;FENOXILENE 200;247
TV;4426;DECIS;0,25
TV;4701;PIRIMOR 50;4
TV;4710;ALIETTE;1.092,50
TV;4710;ALIETTE KG 6;60
TV;4710;ALIETTE PFnPE;44,35
TV;4710;ALIETTE PFnPE GR 150;1,2
TV;4710;ALIETTE PFnPE GR 250;9,25
TV;4896;RIGENAL P;6
TV;4896;RIGENAL P PFnPE;12,3
TV;5152;TIOSPOR WG;10.841,00
TV;5299;MIBIOL;1
TV;5414;RADICANTE POLVERE TALEE LEGNOSE;0,2
TV;5414;RADICANTE POLVERE TALEE LEGNOSE PFnPE;7,4
TV;5574;LUMAKIDIN 5G;20
TV;5574;LUMAKIDIN 5G PFnPE;111
TV;6136;GERMON L;22
TV;6136;GERMON L PFnPE;0,5
TV;6321;STIMOLANTE 66F;5
TV;6321;STIMOLANTE 66F PFnPE;0,02
TV;6322;OBSTHORMON 24A;9
TV;6389;DUECI-FITO RADICANTE;2,15
TV;6389;DUECI-FITO RADICANTE PFnPE;5,6
TV;6438;BI-FEN;96
TV;6556;;1
TV;6556;K-OBIOL DP2;139
TV;6751;RASEN FLORANID PFnPE;66
TV;6834;TEPETA COMBI FLOW;2.110,00
TV;6873;IDRORAME 193;1.036,00
TV;6945;TOPAS 10 EC;107
TV;6945;TOPAS 10 EC LT 1;1
TV;6956;TARGA FLO;23
TV;7020;;402
TV;7020;BAGNANTE CIFO;2.360,50
TV;7053;PASTA CAFFARO NC;975
TV;7055;PASTA CAFFARO BLU;4,5
TV;7055;PASTA CAFFARO BLU PFnPE;16
TV;7368;TURFENE L;500
TV;7368;TURFENE L PFnPE;47
TV;7379;VENZAR;22
TV;7401;POLTIGLIA CAFFARO 20 DF NEW;637
TV;7454;ORMONE AG COMPRESSE;0,1
TV;7483;DEVRINOL F;9
TV;7541;APOLLO SC;4
TV;7541;APOLLO SC PFnPE;6,55
TV;7700;;53,2
TV;7700;MATACAR FL;177
TV;7700;MATACAR FL 0,2;0,2
TV;7736;ZOLFO SCORREVOLE TRIVENTILATO 95% S;12.950,00
TV;7764;;1.340,00
TV;7764;TIOLENE;15.779,00
TV;7764;TIOLENE PFnPE;58,5
TV;7876;PIRIMOR 17,5;1
TV;7911;;657
TV;7911;AIRONE EXTRA;11.284,00
TV;7916;;22.168,00
TV;7916;POLYRAM DF;116.551,00
TV;7916;POLYRAM DF DA KG. 25;75
TV;7916;POLYRAM DF DA KG.10;50
TV;7916;POLYRAM DF DA KG.2;66
TV;7916;POLYRAM DF KG 10;30
TV;7916;POLYRAM DF KG 2;52
TV;7919;;1.590,00
TV;7919;TOUCHDOWN;6.970,00
TV;7922;;290
TV;7922;OPALENE FLUID;1.509,50
TV;7922;OPALENE FLUID LT 1;2
TV;7922;OPALENE FLUID LT 5;5
TV;7922;OPALENE FLUID PFnPE;79
TV;7930;;28
TV;7930;KERB FLO;1.617,00
TV;7943;STARANE;50
TV;7961;RIZOLEX  GOLD;20
TV;7983;ZODIAC DFF;10
TV;7984;STRATOS;1
TV;8001;AGRO-PYR;7
TV;8001;AGRO-PYR PFnPE;4,26
TV;8023;SUMIALFA ECHO;10
TV;8028;CALARIS;2
TV;8102;;270
TV;8102;MERPAN 80 WDG;1.217,00
TV;8102;MERPAN 80 WDG KG 5;10
TV;8130;TITUS;0,64
TV;8146;;28
TV;8146;GALLERY;274
TV;8184;CHALLANGE;104
TV;8184;CHALLENGE;282
TV;8189;LEBRON 0,5 G;20
TV;8225;BLUE SHIELD HI BIO;7.350,00
TV;8229;RAPAX;26
TV;8259;;60
TV;8259;LAMDEX EXTRA;20
TV;8320;DELFIN;10
TV;8340;TOPAS 2,5 WG;10
TV;8376;ARIANE II;71
TV;8376;ARIANE II LT 1;73
TV;8376;ARIANE II LT 5;85
TV;8382;ROUNDUP BIOFLOW;2,2
TV;8382;ROUNDUP BIOFLOW PFnPE;16,84
TV;8498;;0,5
TV;8498;FOLICUR WG;174,5
TV;8498;FOLICUR WG GR 500;27,5
TV;8542;;299
TV;8542;FORUM 50 WP;1.199,00
TV;8546;DANITRON;1
TV;8558;PIRETRO VERDE;205
TV;8558;PIRETRO VERDE PFnPE;16,6
TV;8581;;1.940,00
TV;8581;FOLIANE SC;1.820,00
TV;8601;;17.012,00
TV;8601;FOLPAN 80 WDG;54.004,00
TV;8601;FOLPAN 80 WDG DA KG. 5;40
TV;8601;FOLPAN 80 WDG KG 1;1
TV;8601;FOLPAN 80 WDG KG 5;35
TV;8656;;370
TV;8656;GLIFENE HP;1.145,00
TV;8656;GLIFENE HP LT 20;280
TV;8706;AMID THIN W;8
TV;8715;DIRAMID;17
TV;8735;;2.379,00
TV;8735;TREBON UP;7.683,00
TV;8735;TREBON UP 0,5;23,5
TV;8735;TREBON UP DA ML.500;1,5
TV;8735;TREBON UP ML 500;45
TV;8743;GREENEX;3,3
TV;8795;;7,5
TV;8795;VERTIMEC EC;90,25
TV;8797;BINAL PRO;34
TV;8801;;44,5
TV;8801;SCORE 25 EC;1.094,25
TV;8801;SCORE 25 EC DA LT.1;1
TV;8801;SCORE 25 EC LT 1;3
TV;8836;;1
TV;8836;MIMIC;23
TV;8837;GERMON BEWURZELUNGSPUDER PER TALEE ;1,4
TV;8838;GERMON BEWURZELUNGSPUDER PER TALEE ;6,4
TV;8874;ETOFUM - FL;107
TV;8882;;27
TV;8882;ULTRA FINE OIL;291
TV;8886;SAFARI;4,44
TV;8888;PRIDE ULTRA;8
TV;8899;;3.350,00
TV;8899;ZOLFO VENTILATO RAMATO 5%;2.425,00
TV;8933;SOLEAS;8
TV;8934;;31
TV;8934;SCALA;108
TV;8937;;66
TV;8937;SHIRUDO;718,4
TV;9005;;255
TV;9005;AGIL;2.354,00
TV;9005;AGIL ERBICIDA PROPAQUIZAFOS LT 1;24
TV;9005;AGIL LT 1;93
TV;9005;AGIL LT 5;280
TV;9010;RAMEZIN COMBI WG;200
TV;9012;;7
TV;9012;CUPROCAFFARO MICRO;1.220,00
TV;9126;CONCORDE COMBI;1.515,00
TV;9126;CONCORDE COMBI PFnPE;176,5
TV;9148;;10
TV;9148;SYLLIT 400 SC;33
TV;9148;SYLLIT 400 SC LT 1;4
TV;9210;;1.776,00
TV;9210;QUADRIS;13.825,00
TV;9210;QUADRIS DA LT. 1;13
TV;9210;QUADRIS LT 1;25
TV;9244;;20
TV;9244;ZIRAMIT 76 WG;110
TV;9286;OHAYO;23
TV;9342;;0,5
TV;9342;DELTRIN;71
TV;9342;DELTRIN PFnPE;119,5
TV;9373;CHORUS;7
TV;9411;RADIP ORMON PFnPE;9,3
TV;9420;OSSIRAM 70 FLOW;1
TV;9422;;115,75
TV;9422;Evade;1.111,75
TV;9422;EVADE LT 1;59
TV;9422;EVADE LT 5;80
TV;9448;RIFLE 3-18 R BLU;1.321,00
TV;9449;EMERALD COMBI;8
TV;9449;EMERALD COMBI PFnPE;3
TV;9509;PROMALIN NT;1,5
TV;9569;;32
TV;9569;ZETARAM 3B FL;2.543,00
TV;9575;DRIBBLING 240 EC;137
TV;9578;;804,75
TV;9578;SWITCH;4.341,13
TV;9578;SWITCH DA GR.250;2
TV;9578;SWITCH DA KG.1;1
TV;9578;SWITCH GR 250;0,75
TV;9578;SWITCH KG 1;31
TV;9655;PRIMIAL WG;5
TV;9668;;530,4
TV;9668;RUFAST E-FLO;2.368,25
TV;9679;KRISTAL 32 WG;1
TV;9693;SPORTAK 45 EW;75
TV;9705;;4
TV;9705;PREVITER;1.065,50
TV;9723;DE-SPROUT N;20
TV;9724;;5.405,00
TV;9724;TIOWETTING DF;44.644,00
TV;9744;;265
TV;9744;SCORE 10 WG;3.532,00
TV;9757;;3
TV;9757;SPYRALE;226
TV;9787;MICROBAGNABILE WG;89
TV;9787;MICROBAGNABILE WG KG 10;60
TV;9790;CONTATTO 320;218
TV;9794;PLANET C;39
TV;9800;;749,7
TV;9800;MAVRIK SMART;5.892,25
TV;9800;MAVRIK SMART LT 0,15;6,2
TV;9809;;2
TV;9837;SILBOT WG;1
TV;9843;;21
TV;9843;BASAGRAN SG;456
TV;9872;AKRIS;305
TV;9954;;502
TV;9954;JOKER;4.473,00
TV;9954;JOKER DA LT. 1;4
TV;9954;JOKER LT 1;60
TV;9954;JOKER LT 5;25
TV;10005;SCOTTS WEEDCONTROL PFnPE;10
TV;10029;KING PFnPE;9,7
TV;10048;;2.350,00
TV;10048;KUMULUS TECNO;65.800,00
TV;10105;RIDOMIL GOLD SL;53,75
TV;10109;APRON XL;5
TV;10117;;662
TV;10117;STRATOS ULTRA;7.308,00
TV;10117;STRATOS ULTRA LT 1;27
TV;10117;STRATOS ULTRA LT 5;60
TV;10118;AMISTAR;277
TV;10127;DECIS JET;0,8
TV;10127;DECIS JET PFnPE;26,48
TV;10142;VERNOIL;220
TV;10158;PIREFLOR;891
TV;10161;;5
TV;10161;Ortiva;396
TV;10175;SPORAMIL R FLOW;8
TV;10183;GARLON EV;0,2
TV;10209;;27
TV;10209;GLYFOS ULTRA;229
TV;10224;EMME-H;10
TV;10226;NOXIS M;5
TV;10230;lumaplus;24
TV;10230;LUMAPLUS PFnPE;468
TV;10263;DRIVER;5,5
TV;10296;IPERION;4
TV;10305;;263
TV;10305;OIKOS;1.149,25
TV;10305;OIKOS ML 50;0,3
TV;10305;OIKOS PFnPE;29,97
TV;10306;;5
TV;10306;MISTRAL;158
TV;10350;;6
TV;10350;BLAST SG;57
TV;10350;BLAST SG KG 3;15
TV;10357;RIGRON SG;24
TV;10381;;0,45
TV;10381;Concorde 40 EW;1.248,40
TV;10381;CONCORDE 40 EW PFnPE;40,47
TV;10415;ARIC 480 L.S.;39
TV;10423;LUMACHICIDA VEBI;48
TV;10423;LUMACHICIDA VEBI PFnPE;209
TV;10425;SCUDEX;103,25
TV;10439;;55
TV;10439;SPRAY DUNGER GLOBAL;609
TV;10461;Dicoturf;15,5
TV;10461;DICOTURF PFnPE;204
TV;10461;DICOTURF PFnPE ML 500;369
TV;10477;LAS VEGAS;4
TV;10479;;163
TV;10479;NATURALIS;438
TV;10573;;1.080,00
TV;10573;KOCIDE 2000;4.532,00
TV;10573;KOCIDE 2000 DA KG.1;59
TV;10573;KOCIDE 2000 KG 10;90
TV;10577;METRIPHAR 70 WG;7
TV;10585;;1.082,00
TV;10585;SULCOTREK;2.922,50
TV;10588;;141
TV;10588;BIOPIREN PLUS;2.960,00
TV;10589;FLORA VERDE PFnPE;79,02
TV;10604;;278
TV;10604;EMERALD 40 EW;797,52
TV;10604;EMERALD 40 EW 50 ML;1,2
TV;10604;EMERALD 40 EW PFnPE;174,6
TV;10604;EMERALD 40 EW PFnPE ML 250;20
TV;10627;FRUPICA;39
TV;10632;;5
TV;10632;COBRE NORDOX SUPER 75 WG;1.012,00
TV;10647;;180
TV;10701;;360,5
TV;10701;CUMETA FLOW;10.097,75
TV;10701;CUMETA FLOW PFnPE;130
TV;10734;;176
TV;10734;DUAL GOLD;6.595,30
TV;10734;DUAL GOLD LT 1;35
TV;10735;;895
TV;10735;PRIMAGRAM GOLD;6.097,00
TV;10735;PRIMAGRAM GOLD LT 1;71
TV;10735;PRIMAGRAM GOLD LT 20;100
TV;10735;PRIMAGRAM GOLD LT 5;95
TV;10741;;13
TV;10741;METACINQUE;1.530,00
TV;10741;METACINQUE PFnPE;222
TV;10752;;57,75
TV;10752;STEWARD;213,5
TV;10752;STEWARD GR 250;1
TV;10771;;392
TV;10771;MOST MICRO;2.674,40
TV;10802;DIEFESAN TBZ;2,4
TV;10816;PIRETRO GARDEN;8,25
TV;10839;LUMAKIDIN ESCA;348
TV;10890;;240
TV;10890;FLiPPER;4.227,30
TV;10890;FLiPPER PFnPE;10,85
TV;10926;;1
TV;10926;ALTOREX;363
TV;10929;;18,55
TV;10929;CHIKARA 25 WG;59,4
TV;10944;;3
TV;10944;KARATE ZEON;217
TV;10948;VITISAN WG;40
TV;10976;;752,15
TV;10976;METEOR;7.436,14
TV;10976;METEOR LT 1;30
TV;10976;METEOR PFnPE;372,84
TV;10999;BETANAL SE;23
TV;10999;BETANAL SE LT 1;1
TV;11005;PIRECO;1,25
TV;11011;;94
TV;11011;DASH HC;1.221,00
TV;11013;CiOPPER;15
TV;11040;;15
TV;11041;METIX COMBI;320
TV;11044;TUREX;120
TV;11059;;1
TV;11059;BIOPOWER;274
TV;11062;BION 50 WG;64,5
TV;11062;BION 50 WG GR 500;4
TV;11062;BION 50 WG PFnPE;6
TV;11070;TIOGOLD DISPERSS;230.920,00
TV;11102;;16.720,00
TV;11102;HELIOSOUFRE S;8.111,00
TV;11107;ECO-TRAP;100
TV;11119;;307,5
TV;11119;FLINT;3.268,90
TV;11119;FLINT 50WG GR 150;0,15
TV;11133;;170
TV;11133;SHELTER;1.858,00
TV;11150;;450
TV;11150;ALL SEASONS;3.700,00
TV;11173;;71
TV;11173;AVAUNT EC;563
TV;11196;SULFAR;300
TV;11206;;130
TV;11206;CODACIDE;5.192,50
TV;11206;CODACIDE DA LT. 2,5;7,5
TV;11206;CODACIDE LT 10;140
TV;11206;CODACIDE LT 2,50;32,5
TV;11243;;39
TV;11243;LEOPARD 5 EC;4.485,00
TV;11252;CONTANS WG;60
TV;11253;CALLISTO;16
TV;11257;;60,75
TV;11257;COSTAR WG;375,75
TV;11258;FAZOR STAR;60
TV;11299;OKLAHOMA;70
TV;11303;;220
TV;11303;CHAMP DP;610
TV;11341;;195
TV;11341;STARANE GOLD;2.433,50
TV;11341;STARANE GOLD DA LT.1;4
TV;11353;;115
TV;11353;FUSILADE MAX;1.098,00
TV;11353;FUSILADE MAX LT 1;1
TV;11353;FUSILADE MAX LT 5;40
TV;11393;;15
TV;11393;BEETLE;47
TV;11402;MELODY COMBI;835
TV;11416;OVIPRON TOP;142
TV;11448;;6
TV;11448;KICKER;2
TV;11449;GARDOPRIM GOLD;2.230,00
TV;11479;BRANCHER DIRADO;13
TV;11497;CRITTOVIT WG;7.774,00
TV;11505;;7
TV;11505;READY GERMIPLUS;749
TV;11505;READY GERMIPLUS KG 7;1.155,00
TV;11525;FUNGIDINA 400 SC;47
TV;11526;;99
TV;11526;SULTAN;648
TV;11561;;57
TV;11561;NEEMAZAL;1
TV;11561;NEEMAZAL T/S;114,22
TV;11561;NEEMAZAL T/S PFnPE;5,86
TV;11569;CUPROXAT S.D.I.;1.505,60
TV;11611;VYDATE 10L;20
TV;11619;TIOFLOR WDG;12.294,00
TV;11619;TIOFLOR WDG PFnPE;1
TV;11637;;3.860,00
TV;11637;CUPROFIX C DISPERSS;581
TV;11648;AZACTIVA;1,2
TV;11648;AZACTIVA PFnPE;2,2
TV;11649;COMMAND 36 CS;212,8
TV;11654;VERIN;108
TV;11660;SHOGUN;24
TV;11687;ACTELLIC 5 NEWPHARM;5
TV;11690;GOAL 480 SC;48
TV;11693;;14,5
TV;11693;LASER;166,85
TV;11694;CONSERVE SC;3,95
TV;11694;CONSERVE SC PFnPE;4,62
TV;11711;;3.680,00
TV;11711;MEXIRAM HI BIO;44.951,00
TV;11730;COSMOTRIN;0,8
TV;11730;COSMOTRIN PFnPE;4,3
TV;11735;DELICIA CONTRA-LUMACHE;14,5
TV;11760;;7.160,00
TV;11760;POLITHIOL;45.420,00
TV;11760;POLITHIOL LT 20;40
TV;11762;;10
TV;11762;FORUM STAR;315
TV;11767;BIG MAIS;105
TV;11779;KOP-TWIN;905
TV;11786;;0,75
TV;11786;AQ 10 WG;10,57
TV;11789;MANAGER;40
TV;11802;TETRACAP 80 DG;3
TV;11814;;41
TV;11814;SPADA 200 EC;687
TV;11814;SPADA 200 EC LT 1;10
TV;11852;SEVEN;6,72
TV;11852;SEVEN PFnPE;377,52
TV;11854;BUGGY TF;65
TV;11857;;510
TV;11857;MIDAURIL COMBI;1.205,00
TV;11862;LOBBY;12
TV;11866;AGRO-OIL PFnPE;3
TV;11870;CUPRITAL S.D.I.;62,25
TV;11872;RIFLE 3-18-R;71
TV;11908;VENTUREX 400 SC;67
TV;11944;;140
TV;11944;ASPECT;681
TV;11944;ASPECT (MERLIN PLATINUM XTRA);100
TV;11964;POLTIGLIA CAFFARO 20 GD;190
TV;11979;BORDO 20 MICRO PFnPE;4,5
TV;11991;;52
